ID,COMMENT,CLASSE
2034,That’s how Kobe died - it’s normal for the elite 🙄,scrollTriggerFade section UNDEFINED
2035,Almost like celebrities are all giant hypocrites 🤔,scrollTriggerFade section CELEBRITIES
2036,LA traffic is mental,scrollTriggerFade section EVERYDAY
2037,EAT THE RICH,scrollTriggerFade section RICH
2038,wtf she doing in Camarillo? rolling pin?,scrollTriggerFade section CELEBRITIES
2039,shit like this is why I no longer feel guilty about being lazy with recycling sometimes. I can never reverse their bullshit,scrollTriggerFade section EVERYDAY
2040,Car batteries in the ocean,scrollTriggerFade section EVERYDAY
2041,Camarillo is definitely not LA 😂,scrollTriggerFade section CELEBRITIES
2042,@Kylie Jenner 🙄 ummm ma’am,scrollTriggerFade section CELEBRITIES
2043,we need to ban personal aircraft use and purchases. absolutely no need nor right to them.,scrollTriggerFade section UNDEFINED
2044,poor turtles 🐢,scrollTriggerFade section POLLUTION
2045,Aw im so glad our water is restricted and gas is being hiked to unsustainable levels for the normal civilian🥴,scrollTriggerFade section UNDEFINED
2046,"but make sure all the people reading this, do their best to cut down their carbon footprint 😂😂😂",scrollTriggerFade section UNDEFINED
2047,"Y’all cry about this but excuse the real problem… China, India, and Africa… who produce the most emissions by far",scrollTriggerFade section POLLUTION
2048,Wait until you find out how much water a typical 150 acre golf course needs.. we’re doomed..,scrollTriggerFade section EVERYDAY
2049,What’s the science behind a plane ride destroying the enviro?,scrollTriggerFade section CELEBRITIES
2050,Even 10 miles in California and LA can sometimes take hours to take a flight too,scrollTriggerFade section UNDEFINED
2051,It takes 40+ minutes for her to go from Calabasas to Camarillo anyways??? For a 3 min flight????,scrollTriggerFade section UNDEFINED
2052,Don’t blame u wouldn’t wanna go in traffic like that’s more co2,scrollTriggerFade section EVERYDAY
2053,Makes no sense 😂 but it’s there Money! I would if I had it,scrollTriggerFade section RICH
2054,rules for thee but not for me. tale as old as time. do something ab it get petty get dirty,scrollTriggerFade section RICH
2055,“The turtles” lol,scrollTriggerFade section POLLUTION
2056,Stop buying! Stop giving them money period! That’s the only way these celebrities will not be able to afford this,scrollTriggerFade section UNDEFINED
2057,3 minutes???? JAIL,scrollTriggerFade section CELEBRITIES
2058,I'm sure alot of millionaires do the same thing every day.,scrollTriggerFade section RICH
2059,Vero beach FL has a private landing strip. Good childhoods memories. A crazy Norwegian would skim the grass with his test helicopters,scrollTriggerFade section CELEBRITIES
2060,"Damn, if i were rich i’d prob also not wanna drive from one end of la to the other 😂😂😂😂",scrollTriggerFade section UNDEFINED
2061,YAY FOR CARBON,scrollTriggerFade section POLLUTION
2062,Can you do Taylor Swifts plane flights?,scrollTriggerFade section CELEBRITIES
2063,Ya the rich are eating the planet alive - they suck !!!,scrollTriggerFade section UNDEFINED
2064,Who cares if the rich are using their millions. We know they suck.,scrollTriggerFade section RICH
2065,Acting so GREEN; YALL ARE THE PROBLEM,scrollTriggerFade section POLLUTION
2066,They are assholes I don’t know why people still make them relevant and rich ugggghhhhh,scrollTriggerFade section RICH
2067,I’ve been obsessed with celebrity jets! They way they travel is insane and also the cost in fuel 😳😂,scrollTriggerFade section UNDEFINED
2068,"Rules for thee, not for me.",scrollTriggerFade section RICH
2069,Is this the guy that Elon musk was mad bout scanning his trips?,scrollTriggerFade section CELEBRITIES
2070,💀 my 7yr old kiddo hates paper straws.,scrollTriggerFade section EVERYDAY
2071,eat the rich,scrollTriggerFade section RICH
2072,It’s never been the individual causing this. It’s big corporations and millionaires that get away and say it’s the common man,scrollTriggerFade section RICH
2073,Oh also that same airport was used to film the bachelor 😅,scrollTriggerFade section ROUTINE
2074,Hahahahahahahaahah Camarillo and Van Nuys are not LA,scrollTriggerFade section CELEBRITIES
2075,@pandkourt @kimkardashian @kyliejenner,scrollTriggerFade section CELEBRITIES
2076,Hehe silly don’t you know it was actually all the plastic bags from supermarkets,scrollTriggerFade section EVERYDAY
2077,mildly infuriating. Prob spending more time arranging that then just driving. Wasteful.,scrollTriggerFade section CELEBRITIES
2078,They rent out their jets and make money off others. When they say the rich only get richer,scrollTriggerFade section RICH
2079,The whales are depressed from airplane jet engines. The ultra elite must be stopped. Where is Robin Hood? The Guillotine? Accountability???,scrollTriggerFade section UNDEFINED
2080,"I used to work at the Camarillo airport, Kylie isn’t always on it. It flies to Van Nuys to pick her family up then go from there. Not all flights show",scrollTriggerFade section UNDEFINED
2081,Oh damn the people are listening,scrollTriggerFade section RICH
2082,yeah lets stop using straws,scrollTriggerFade section EVERYDAY
2083,lol east LA to Camarillo is like an hour ish cmon now,scrollTriggerFade section UNDEFINED
2084,bro you clearly dont live in La 😂..your 20 mins is their 60-90 mins travel time. and you do realize their are planes in the sky daily right?,scrollTriggerFade section ROUTINE
2085,Rich ppl are the fking worst you’ll never convince me otherwise,scrollTriggerFade section RICH
2086,Just tax carbon.,scrollTriggerFade section UNDEFINED
2087,Thank you. Tired of being told it’s our fault for global warming. 😂 Never using a paper straw again.,scrollTriggerFade section UNDEFINED
2088,I'm so SICK of paper straws,scrollTriggerFade section EVERYDAY
2089,Yep. & people really think they care about the environment 😂,scrollTriggerFade section RICH
2090,Do more research on Jack. 🙄,scrollTriggerFade section CELEBRITIES
2091,As someone who lives in LA they have helicopters/jets and they use them like cars. Hardly drive they fly. Mega pollution.,scrollTriggerFade section UNDEFINED
2092,I mean ….. have you driven in LA before ? Lol it can take 2 hours just a city over,scrollTriggerFade section EVERYDAY
2093,"Being near Cam her going to van nuys, the valley, and not even LA or Long Beach is a joke",scrollTriggerFade section CELEBRITIES
2094,Kylie Jenner hates traffic!,scrollTriggerFade section UNDEFINED
2095,"Any ""regular"" person who thinks anything they do is contributing to our ecosystems issues has drunk the corporate koolaid. THE RICH ARE THE PROBLEM!",scrollTriggerFade section RICH
2096,F THESE CELEBRITIES!! Im sick of them all!,scrollTriggerFade section CELEBRITIES
2097,"Ew wtheck @Kylie Jenner we love you, but do better!",scrollTriggerFade section CELEBRITIES
2098,This is how I feel about all of these ppl launching into space for the lolz. 😡😡,scrollTriggerFade section RICH
2099,@broshanaa never complain about my straw usage again!!!!,scrollTriggerFade section EVERYDAY
2100,All these small/private jet crashes and rich people are STILL not scared of them? 😭 couldn’t be me even if I had the money,scrollTriggerFade section RICH
2101,"Don't forget, these people have multiple houses that are 10,000 ft that they heat & cool all year w/o anyone living in them. The film industry uses SO",scrollTriggerFade section UNDEFINED
2102,My way of solving this is just to be mega rich as well lol,scrollTriggerFade section RICH
2103,You need to make this a series!!! Plus everyone please tag Kylie onto this,scrollTriggerFade section CELEBRITIES
2104,"care more about your own life, than than of a celebrity who doesn't even know you exist",scrollTriggerFade section CELEBRITIES
2105,@kyliejenner,scrollTriggerFade section CELEBRITIES
2106,And there’s def times where them and all their family are using separate jets especially the kardashian,scrollTriggerFade section CELEBRITIES
2107,That’s how Kobe Bryant died! He took a plane he didn’t need to take in bad weather when he could have taken a 20 min car ride to the place!,scrollTriggerFade section UNDEFINED
2108,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
2109,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
2110,👏CANCEL CELEBRITY CULTURE👏👏,scrollTriggerFade section CELEBRITIES
2111,almost anywhere in Vegas takes like 20 mins unless it's during rush hrs,scrollTriggerFade section CELEBRITIES
2112,Tax the rich!,scrollTriggerFade section RICH
2113,Straws 📈📈📈,scrollTriggerFade section EVERYDAY
2114,possibly reposition for convenience or just good ol rich people stuff,scrollTriggerFade section RICH
2115,Typical celebrity behavior!,scrollTriggerFade section CELEBRITIES
2116,"Let me repeat this. The rich aren’t the problem, ITS THE GOVERNMENT",scrollTriggerFade section RICH
2117,💀💀 this is why I stopped recycling. Eat the rich!,scrollTriggerFade section UNDEFINED
2118,Eat the rich,scrollTriggerFade section RICH
2119,@Kylie Jenner you need to respond to this?,scrollTriggerFade section CELEBRITIES
2120,Commenting because more people have to know about this,scrollTriggerFade section RICH
2121,Eat the rich,scrollTriggerFade section RICH
2122,Camarillo is not LA it’s Ventura county but close enough that’s crazy as hell. 🛩,scrollTriggerFade section CELEBRITIES
2123,I can drink from my water bottles without feeling guilty. Thank you!,scrollTriggerFade section EVERYDAY
2124,Oh yeah the Floyd mayweather flight was my daily driving commute 😂 no way flying is faster lol he’s going to his daughters she’s in southern highland,scrollTriggerFade section UNDEFINED
2125,The Kardashians are the biggest waste on the planet.,scrollTriggerFade section UNDEFINED
2126,Why’s she in Van Nuys tho 👀👀👀,scrollTriggerFade section CELEBRITIES
2127,Your ✨faves✨ are damaging the planet,scrollTriggerFade section POLLUTION
2128,3 min flight is one of the craziest things I've ever been forced to consider,scrollTriggerFade section ROUTINE
2129,Wait until you find out how much more water Kourtney Kardashian uses 😂,scrollTriggerFade section UNDEFINED
2130,Can we duet this and keep it going. Expose the rich please!,scrollTriggerFade section RICH
2131,Time is money,scrollTriggerFade section RICH
2132,"They’re called reposition flights, and they’re not flying on them. Even airlines do this",scrollTriggerFade section ROUTINE
2133,They’re repositioning the jet. No one is on board but the pilots,scrollTriggerFade section ROUTINE
2134,Smh @Kylie Jenner,scrollTriggerFade section CELEBRITIES
2135,yo we ain't LA don't disrespect ventura county,scrollTriggerFade section CELEBRITIES
2136,They also are consuming large amounts of water at their homes while we’re in massive drought,scrollTriggerFade section EVERYDAY
2137,"If you are upset and want to stop this, you have the power. Don’t ever buy anything thing that makes them money 😡",scrollTriggerFade section RICH
2138,yeah climate change is a thing but let's let Kylie Jenner burn a hole in the ozone layer over LA so she can skip traffic,scrollTriggerFade section UNDEFINED
2139,It’d be like a 30min ride from Calabasas to the Camarillo airport,scrollTriggerFade section UNDEFINED
2140,Camarillo is in Ventura county. So calabasas where she lives is actually closer to van nuys then it is to camarillo by a couple min.,scrollTriggerFade section CELEBRITIES
2141,That’s why I’m in CA using as much freakin water as I want. Kiss my a$$ 1%,scrollTriggerFade section EVERYDAY
2142,"the worst part is, most airplane fuel still has lead in it. so they continue to poison us",scrollTriggerFade section ROUTINE
2143,lol the traffic in LA is so bad these flithy rich ppl are now doing quick 5 min plane trips 💀,scrollTriggerFade section UNDEFINED
2144,"wait someone enlighten me. we have about 45,000 commercial flights a day just in the us (per google) & 5 rich bitches boil your pot over?",scrollTriggerFade section RICH
2145,It’s our fault we make them millions.,scrollTriggerFade section POLLUTION
2146,"people open your eyes it's them not us. they're the ones doing damages but tell us to recycle, to use less water, to watch our footprints",scrollTriggerFade section UNDEFINED
2147,They live like this because common people are bored and watch them fight or put on their makeup for entertainment.,scrollTriggerFade section UNDEFINED
2148,Flying to get cheaper jet fuel,scrollTriggerFade section ROUTINE
2149,"Rich people are killing our environment time 100,000,000 more than the average person but they tell us to cut back",scrollTriggerFade section RICH
2150,camarillo isnt in LA at all its a completely different county. Traffic can be pretty horrible just sayin.,scrollTriggerFade section UNDEFINED
2151,Meanwhile us plebians are lucky to get a flight on time anywhere with a commercial airlines,scrollTriggerFade section ROUTINE
2152,shoot from camarillo to north hollywood in three minutes sounds kinda worth it tbh,scrollTriggerFade section CELEBRITIES
2153,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
2154,There’s a guy who flies oil if my airport in Torrance to Long Beach airport in his citation all the time lol,scrollTriggerFade section UNDEFINED
2155,eat the rich,scrollTriggerFade section RICH
2156,The reason the US is in debt is because the rich don’t get taxed,scrollTriggerFade section RICH
2157,"World peace,world hunger and universal healthcare could all be covered by these celebrities 😅",scrollTriggerFade section UNDEFINED
2158,We need to stop making them rich…,scrollTriggerFade section RICH
2159,@Kylie Skin,scrollTriggerFade section CELEBRITIES
2160,"This is very common… even commercial airliners do this for gas, maintenance, etc.",scrollTriggerFade section UNDEFINED
2161,@Kylie Cosmetics,scrollTriggerFade section UNDEFINED
2162,That Mayweather flight is weird. He lives exactly between those two airports.,scrollTriggerFade section ROUTINE
2163,It’s tax deductible probs lmao,scrollTriggerFade section RICH
2164,Maybe they'll all get together and sing a song about climate change.,scrollTriggerFade section POLLUTION
2165,No one better tell me to use a paper straw (which are gross by the way) ever 👏 again 👏,scrollTriggerFade section EVERYDAY
2166,So evil 🥺 why can’t more influential people care about the future ugh,scrollTriggerFade section RICH
2167,Don’t forget Jeffery Epsteins plane & the politicians… & movie stars,scrollTriggerFade section RICH
2168,Seriously they’re doing more damage than all of us combined,scrollTriggerFade section POLLUTION
2169,"I hate it, but at the same time I want to be that rich😂😂😂😂😂",scrollTriggerFade section RICH
2170,Jack Nicholas lol,scrollTriggerFade section CELEBRITIES
2171,eat the rich,scrollTriggerFade section RICH
2172,Definitely not wrong. It’s sick tbh. They put all the blame on us regularly people trying so hard to remember our reusable forks and straws,scrollTriggerFade section UNDEFINED
2173,Rich ppl can do whatever they want while they blame the middle/bottom class for it😅,scrollTriggerFade section RICH
2174,"While us normal folk are fighting, the wealthy elite are laughing at us…",scrollTriggerFade section RICH
2175,Yes lots of celebs do this smh,scrollTriggerFade section CELEBRITIES
2176,No cap I live in Cincinnati and frequently visit family in Dayton and if I were Kardashian/Jenner rich I would 110% fly it instead of driving it. 😏,scrollTriggerFade section UNDEFINED
2177,I'm pretty sure her makeup is made in Oxnard that's probably why she is making the trip,scrollTriggerFade section UNDEFINED
2178,all I can do is laugh. Rich people suck. Loopdy loop definitely got me 😂😂,scrollTriggerFade section RICH
2179,My dads a private pilot for a company that rents out to the rich. The unnecessary flights are unreal.,scrollTriggerFade section UNDEFINED
2180,Go look at the private flight map from this years super bowl 😳,scrollTriggerFade section ROUTINE
2181,"You have zero clue how fuel, maintenance and storage costs work. Get back in your lane.",scrollTriggerFade section ROUTINE
2182,if u haven't dealt with LA traffic. u wouldn't understand. most of my guy friends joke around about how they wish they had a helicopter. lol Go Kylie!,scrollTriggerFade section UNDEFINED
2183,is she actually on it or is the pilot training?,scrollTriggerFade section ROUTINE
2184,Capitalism is beautiful.,scrollTriggerFade section RICH
2185,EAT THE RICH,scrollTriggerFade section RICH
2186,So your bar for making things better is a Jenner…kinda low,scrollTriggerFade section CELEBRITIES
2187,When will we all be done with the Kardashian/West/Jenner’s?! 🚫,scrollTriggerFade section CELEBRITIES
2188,Weirdest part is you can definitely get from Camarillo to Van Nuys in about 45 minutes,scrollTriggerFade section CELEBRITIES
2189,@Drake Edward,scrollTriggerFade section CELEBRITIES
2190,Carbon tax and luxury tax could be good. This public shaming is great too though keep it up,scrollTriggerFade section UNDEFINED
2191,"lol @ never tell me to use a paper straw again""",scrollTriggerFade section EVERYDAY
2192,"Rules for thee, not for me. They don’t give a sh*t as long as they don’t have to follow the rules",scrollTriggerFade section RICH
2193,But global warming is my fault. 😒,scrollTriggerFade section POLLUTION
2194,Nothing is that fun in camarillo,scrollTriggerFade section CELEBRITIES
2195,"It's been said many times but we can't stress it enough...""Eat the Rich!""😈",scrollTriggerFade section RICH
2196,"To be fair, the traffic in LA is horrible, and having that much money would make it really tempting to take a jet.",scrollTriggerFade section UNDEFINED
2197,Eat the rich,scrollTriggerFade section RICH
2198,What a waste,scrollTriggerFade section EVERYDAY
2199,"It’s not a 20 minute car ride because there’s traffic. More like 1.5 hrs. Also, she’s flying private so no wait.",scrollTriggerFade section UNDEFINED
2200,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
2201,I’m convinced the “plastic is bad” is equivalent to when we were taught to worry about quick sand.,scrollTriggerFade section EVERYDAY
2202,"as a huge lady gaga fan, this was a horrible thing for me to find out about 😳",scrollTriggerFade section CELEBRITIES
2203,"Like the way they lecture average people about water use when the majority is used by agriculture, business.",scrollTriggerFade section UNDEFINED
2204,@kyliejenner,scrollTriggerFade section CELEBRITIES
2205,Kylie’s is just a repositioning to another hangar. Her “home” airport is probably Van Nuys but stores the plane in Camarillo,scrollTriggerFade section UNDEFINED
2206,The people on this thread justifying @kyliejenner no one needs a private jet,scrollTriggerFade section UNDEFINED
2207,And they want us to save the turtles 😑😑,scrollTriggerFade section POLLUTION
2208,"Honestly judging how much time you spend standing around in LA traffic, it could be the environmental friendlier thing to do 😂",scrollTriggerFade section UNDEFINED
2209,Rich people are above traffic 😂,scrollTriggerFade section UNDEFINED
2210,Camarillo to van nuys is NOT a 20 min car ride,scrollTriggerFade section UNDEFINED
2211,Someone needs to do a calculation with how many paper straws of damage her trip is,scrollTriggerFade section UNDEFINED
2212,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
2213,Y’all buying her makeup is letting her do this 🥰,scrollTriggerFade section EVERYDAY
2214,Carbon emissions and plastic waste are not even in the same category.,scrollTriggerFade section UNDEFINED
2215,@Kylie Jenner has always been greedy,scrollTriggerFade section CELEBRITIES
2216,When are we gonna start eating the rich,scrollTriggerFade section RICH
2217,"Yep, which is why all of Leonardo DiCaprio's climate change activism is BS",scrollTriggerFade section UNDEFINED
2218,Ok but I commute in LA… and I would 100000% do the same from the valley to dtla lmao it takes 1 hour to 1.5,scrollTriggerFade section EVERYDAY
2219,They tax the poor for what the rich do,scrollTriggerFade section RICH
2220,"private Jets are about 2% of the climate problem, there’s like 70 companies that account for Atleast over half of the co2 output",scrollTriggerFade section POLLUTION
2221,i LOATHE paper straws,scrollTriggerFade section EVERYDAY
2222,Rules for thee,scrollTriggerFade section RICH
2223,THESE PEOPLE ARE TERRIBLE,scrollTriggerFade section RICH
2224,America is ran by the rich,scrollTriggerFade section RICH
2225,@Kylie Jenner @Floyd Mayweather why???,scrollTriggerFade section CELEBRITIES
2226,“Never tell me to use a paper straw again” 😂 For real though this is insane.,scrollTriggerFade section EVERYDAY
2227,"Let farmers benefit from all the carbon they scrub every year! Punish these elites, reward those actually doing good",scrollTriggerFade section POLLUTION
2228,The earth would heal if she got rid of the millionaires,scrollTriggerFade section UNDEFINED
2229,I think the real question is why Kylie going to Van Nuys that’s the hood of the valley 😂,scrollTriggerFade section CELEBRITIES
2230,Anyone complaining about traffic is missing the point MAJORLY,scrollTriggerFade section EVERYDAY
2231,lets not mention the fact they have went over their allowed water usage..by 245million...3 yrs in a row🤷‍♀️,scrollTriggerFade section EVERYDAY
2232,wow it's almost like rich people don't actually care about the problems the poor do. they just pretend to 😳😳😳,scrollTriggerFade section RICH
2233,They have so much money they have to spend certain amounts per day,scrollTriggerFade section RICH
2234,It’s LA traffic nothing is 20minutes 😂😂,scrollTriggerFade section EVERYDAY
2235,More people neee to see this,scrollTriggerFade section RICH
2236,If someone gives me a paper straw we can just square up,scrollTriggerFade section EVERYDAY
2237,Same w kourtney & the water usage mandate & she’s doing car wash vids & a fountain in her pool,scrollTriggerFade section UNDEFINED
2238,Same people that tell us about global warming,scrollTriggerFade section RICH
2239,"Still recycle, but yeah these ppl need to pay",scrollTriggerFade section UNDEFINED
2240,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
2241,"do aoc next. 😂 prolly not as bad, but its hilarious seeing climate change politicians who constantly fly",scrollTriggerFade section UNDEFINED
2242,This is so frustrating. The rich need to PAY. 👏👏TAX THE RICH,scrollTriggerFade section RICH
2243,those flights are empty. planes probably being taken to other airports for maintenance and fueling.,scrollTriggerFade section ROUTINE
2244,Proof celebrities and rich people don’t care about the environment at alllllllll,scrollTriggerFade section UNDEFINED
2245,"Another example, Billie Eilish pretends to be all environment conscious while daily driving a V8 Challenger. 😂",scrollTriggerFade section CELEBRITIES
2246,wait until you hear about military fuel use,scrollTriggerFade section ROUTINE
2247,Notes to self it’s the 1% ruining the earth not the 99%,scrollTriggerFade section POLLUTION
2248,rules for thee and not for me,scrollTriggerFade section RICH
2249,The fact that someone has this much time to track a celebrities jet is insane and creepy,scrollTriggerFade section CELEBRITIES
2250,I encourage you to watch Sea spiracy on netflix. We the people are not the cause of ruining the planet 😂 its the 1%,scrollTriggerFade section UNDEFINED
2251,They have us reduce our waste so the rich can continue to be wasteful. A wicked way of balance,scrollTriggerFade section UNDEFINED
2252,How is this different than a private pilot who just likes to go up at putt around for a couple of hours a few times a week?,scrollTriggerFade section UNDEFINED
2253,@Kylie Jenner really don’t give a fuck it’s disgusting What a nice bubble to live in 😵‍💫,scrollTriggerFade section CELEBRITIES
2254,If it’s a private jet they have private access maki g it significantly faster to just fly across town. Specially in LA,scrollTriggerFade section ROUTINE
2255,I was in LA this weekend. Heard a commercial for conserving water. Fuck that! Talk to Pepsi. Go talk to arrowhead. Leave the consumer the fuck alone😂,scrollTriggerFade section EVERYDAY
2256,Someone do the math of how much pollution one celebrity creates compared to the average person,scrollTriggerFade section UNDEFINED
2257,The poorer I get the more annoyed w celebs I get,scrollTriggerFade section CELEBRITIES
2258,I work in the private jet industry as a flight coordinator in CA and it’s INSANE the trips these people take. 😒,scrollTriggerFade section UNDEFINED
2259,Yea we “have” to reduce our emissions so they can increase theirs.,scrollTriggerFade section POLLUTION
2260,@Kylie Jenner cut it out,scrollTriggerFade section CELEBRITIES
2261,i mean if I could afford to fly above 3 hours min of LA traffic.... I would,scrollTriggerFade section UNDEFINED
2262,Yet y’all defend celebs / billionaires with your lives THEY DOnT care AbOUT YOU,scrollTriggerFade section UNDEFINED
2263,She flew to Van Nuys?? Wtf is wrong with her?,scrollTriggerFade section CELEBRITIES
2264,People telling us to use electric cars are the same people who fly plane 24/7,scrollTriggerFade section UNDEFINED
2265,the best when when all the politicians and celebrities fly to those climate change meetings across the world all in their own private jets,scrollTriggerFade section UNDEFINED
2266,Yeahhhhh the whole we all need to do our part no matter how little was a purposeful tactic to shift blame from corporations and the 1%,scrollTriggerFade section RICH
2267,I bet they don't even put the bags on they just drive them,scrollTriggerFade section CELEBRITIES
2268,@Kylie Jenner could you stop maybe,scrollTriggerFade section CELEBRITIES
2269,not to mention all the water rich people waste when lake mead is drying up,scrollTriggerFade section UNDEFINED
2270,You could never cut a plastic 6-pack ring ever again and still do less damage to the environment than these celebs,scrollTriggerFade section UNDEFINED
2271,But we are expected to drink from paper straws and we aren’t allowed to use plastic bags! F that!! 😏,scrollTriggerFade section EVERYDAY
2272,But Camarillo airport cafe is pretty poppin tho just sayin😂,scrollTriggerFade section UNDEFINED
2273,Not the turtles 🥺,scrollTriggerFade section POLLUTION
2274,when do we eat the rich??,scrollTriggerFade section RICH
2275,I commute past van nuys airport for work every day. Can confirm mayweathers jet (which says Mayweather lol) is there constantly on and off,scrollTriggerFade section UNDEFINED
2276,it's not just famous ppl. I had a hair client that flew his private plane himself regularly from two hours outside of Seattle to Seattle.,scrollTriggerFade section UNDEFINED
2277,Maybe if we left them to exist like ppl they could act like ppl…. But no they gotta race their armored cars and fangirl,scrollTriggerFade section UNDEFINED
2278,More people need to see this.,scrollTriggerFade section RICH
2279,Nah man it’s totally my 1 garbage bag a week,scrollTriggerFade section EVERYDAY
2280,Wait til you hear about people sending the PJ to pick up their pets…,scrollTriggerFade section RICH
2281,Your times are way off. Van Nuys to Camarillo is a lot longer than 20 minutes by car and you can barely take off in 3 minutes,scrollTriggerFade section UNDEFINED
2282,Also this route isn’t even the worst of LA traffic.,scrollTriggerFade section EVERYDAY
2283,THANK YOU! Repeat after me: I will not use a paper straw so long as the elites have private jets!,scrollTriggerFade section EVERYDAY
2284,glad youre realizing climate change action should not be about blaming the consumer,scrollTriggerFade section POLLUTION
2285,Eat the rich.,scrollTriggerFade section RICH
2286,Recycle cans for food money,scrollTriggerFade section UNDEFINED
2287,Where’s Leonardo DiCaprio? Isn’t he about saving the world? Oh wait I think he’s in Italy,scrollTriggerFade section UNDEFINED
2288,hope we never get flying cars..poor people will never see the sun,scrollTriggerFade section UNDEFINED
2289,"The same way global warming is because of my carbon footprint, and not because of Exxon/Dow/commercial shipping.",scrollTriggerFade section POLLUTION
2290,Random people that you don’t even know about make trips like this weekly,scrollTriggerFade section RICH
2291,Using fuel as tax write off,scrollTriggerFade section UNDEFINED
2292,we need a massive environmental tax on all unnecessary luxury polluting activities,scrollTriggerFade section UNDEFINED
2293,A lot of people lend their private planes to family and friends. They’re not always necessarily on it,scrollTriggerFade section UNDEFINED
2294,We don’t even have bad traffic in Vegas!!! Floyd is 🗑,scrollTriggerFade section UNDEFINED
2295,3 minutes flight but 40 minutes pre flight,scrollTriggerFade section UNDEFINED
2296,shes not on the plane bro. her plane stays in van nuys. she gets dropped off in camarillo and the plane relocates to van nuys,scrollTriggerFade section CELEBRITIES
2297,Eat the rich,scrollTriggerFade section RICH
2298,@kyliejenner killing the environment. She’s not important.,scrollTriggerFade section CELEBRITIES
2299,"To be fair to Kylie, that is pretty much the only way you are going to get through LA traffic",scrollTriggerFade section UNDEFINED
2300,the turtles!!!!!!,scrollTriggerFade section POLLUTION
2301,They charter them sometimes,scrollTriggerFade section ROUTINE
2302,Eat the rich,scrollTriggerFade section RICH
2303,After watching these flights I no longer recycle f it we all going down together,scrollTriggerFade section EVERYDAY
2304,Ten min is worth millions to some of these people,scrollTriggerFade section RICH
2305,eat 👏🏼 the 👏🏼rich 👏🏼,scrollTriggerFade section RICH
2306,Eat the rich,scrollTriggerFade section RICH
2307,@Kylie Jenner damn girl lol,scrollTriggerFade section CELEBRITIES
2308,Some people can become part of the mile high club in that 3 min flight,scrollTriggerFade section UNDEFINED
2309,No such thing as 20 min ride in La tho,scrollTriggerFade section CELEBRITIES
2310,yeah and we’re the ones killing the planet by drinking from a plastic water bottle,scrollTriggerFade section UNDEFINED
2311,Traffic crazy these days . Car gas to expensive 🤷🏻‍♂️,scrollTriggerFade section UNDEFINED
2312,Not even gonna lie im a follower not a leader so if you want me on board to save the planet the biggies need to lead by example,scrollTriggerFade section POLLUTION
2313,I have a silicon straw… 😳,scrollTriggerFade section EVERYDAY
2314,THE INVESTIGATIVE CLIMATE JOURNALISM WE DIDNT KNOW WE NEEDED 🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻,scrollTriggerFade section POLLUTION
2315,A 20 minute car ride on a jet…. I keep seeing things that remind me how far removed these people are. But they want US to gaf ??,scrollTriggerFade section UNDEFINED
2316,forget the Jenners and Floyd...why cant Jack go to The Open? This is all I wana know now!!,scrollTriggerFade section CELEBRITIES
2317,The funny thing with planes and jets is they don’t have catalytic converters so it’s just raw dogging the ozone unlike cars that emit 99% water,scrollTriggerFade section UNDEFINED
2318,Facts. They’re rich rules don’t apply,scrollTriggerFade section RICH
2319,Lmfao the paper straw,scrollTriggerFade section EVERYDAY
2320,"huh, camarillo is considered LA now",scrollTriggerFade section CELEBRITIES
2321,and Kourtney being called out by the city for high water usage...not even high but extreme something like >245%,scrollTriggerFade section UNDEFINED
2322,Kylie doesn’t want to drive from Calabasas to Van Nuys on the 101 South it’s much easier to go from Calabasas to Camarillo on 101N with no traffic.,scrollTriggerFade section UNDEFINED
2323,I hate the fanaticism of celebrities. Never got caught up in it.. they’re just people who live way freer and way way more luxurious than average folks,scrollTriggerFade section UNDEFINED
2324,Which ones Kylie?,scrollTriggerFade section CELEBRITIES
2325,"But we need to conserve energy & resources. Rules for Thee, not for We",scrollTriggerFade section RICH
2326,I’m so sorry I’m trash but I get. That drive shoot me.,scrollTriggerFade section CELEBRITIES
2327,rich ppl the problem but talk about our carbon footprint 🙄,scrollTriggerFade section UNDEFINED
2328,We get pushed and pushed in California to go electric…😂😂😂,scrollTriggerFade section EVERYDAY
2329,Seams like it would take them longer to schedule everything than it would be to drive,scrollTriggerFade section CELEBRITIES
2330,The whole recycle campaign the govt went in on hard in the early 2000s…yet won’t tax billionaires & the blame on the people not the corporations😒,scrollTriggerFade section UNDEFINED
2331,It takes them longer to board on & off and WAIT for the flight to take off than it would take them to get in their car and drive,scrollTriggerFade section UNDEFINED
2332,Just keep that same energy with Jay Z and Drake and other celebs who are doing the same thing,scrollTriggerFade section CELEBRITIES
2333,I wonder if kourtney uses a private jet too 🧐🧐,scrollTriggerFade section CELEBRITIES
2334,Atleast Jack takin real flights lol,scrollTriggerFade section CELEBRITIES
2335,Camarillo is closer to her home calabasas than van nuys lol,scrollTriggerFade section CELEBRITIES
